,t (s),Torsion 2nd derivative (deg/s^2)
4286,0.8573714742948589,561.913938310282
4287,0.8575715143028606,546.9572236876074
4288,0.8577715543108622,530.822033056326
4289,0.8579715943188638,514.4267388975096
4290,0.8581716343268654,496.8625105725087
4291,0.8583716743348669,478.3054261168836
4292,0.8585717143428686,459.362990551536
4293,0.8587717543508702,439.7988028032734
4294,0.8589717943588718,419.05584049029994
4295,0.8591718343668734,398.3898003689144
4296,0.8593718743748749,376.6600766421414
4297,0.8595719143828766,354.3338427244853
4298,0.8597719543908782,331.3451512548264
4299,0.8599719943988797,308.1136359535243
4300,0.8601720344068814,284.7564990885844
4301,0.860372074414883,260.3271779245094
4302,0.8605721144228846,235.7057348983202
4303,0.8607721544308862,211.21929403692602
4304,0.8609721944388877,185.6884142419107
4305,0.8611722344468894,160.01963692929579
4306,0.861372274454891,134.28993866689603
4307,0.8615723144628926,108.4500014135866
4308,0.8617723544708942,82.43058728437119
4309,0.8619723944788957,56.38624707856778
4310,0.8621724344868974,30.25439879567817
4311,0.862372474494899,4.096934393691093
4312,0.8625725145029006,-22.46695802760467
4313,0.8627725545109022,-48.40280402764342
4314,0.8629725945189037,-74.37618114783203
4315,0.8631726345269054,-100.09137168943519
4316,0.863372674534907,-126.0322900225033
4317,0.8635727145429086,-151.65932725357536
4318,0.8637727545509102,-176.99190079392562
4319,0.8639727945589117,-202.13444718205034
4320,0.8641728345669134,-226.62680407132044
4321,0.864372874574915,-250.94006098161603
4322,0.8645729145829166,-274.6616878025377
4323,0.8647729545909182,-298.090795684252
4324,0.8649729945989197,-321.05544287186643
4325,0.8651730346069214,-343.60709529097414
4326,0.865373074614923,-365.0587082093262
4327,0.8655731146229246,-386.2530853224906
4328,0.8657731546309262,-406.90463088347923
4329,0.8659731946389277,-426.64600334154886
4330,0.8661732346469294,-445.7707442884877
4331,0.866373274654931,-464.03271424114564
4332,0.8665733146629326,-481.7407062024788
4333,0.8667733546709342,-498.75001251441404
4334,0.8669733946789357,-514.439246097008
4335,0.8671734346869374,-529.5837930701895
4336,0.867373474694939,-543.7924340414178
4337,0.8675735147029406,-557.2746323738493
4338,0.8677735547109422,-569.6107985904854
4339,0.8679735947189438,-580.8982487486409
4340,0.8681736347269454,-591.6762309965774
4341,0.868373674734947,-601.3153793652921
4342,0.8685737147429486,-609.8295766019417
4343,0.8687737547509502,-617.4932600821592
4344,0.8689737947589518,-624.0785537274655
4345,0.8691738347669534,-629.6158826178125
4346,0.869373874774955,-633.9643246181904
